identifier,phrog,product,function
phage_2081,p-11445,minor tail protein,tail
phage_2082,p-20,holin,lysis
phage_2083,p-30509,collagen like minor tail,tail
phage_2084,p-376,tail protein,tail
phage_2085,p-5073,tail fiber protein,tail
phage_2086,p-18673,tail fiber protein,tail
phage_2087,p-2468,head morphogenesis,head and packaging
phage_2088,p-501,head closure Hc1,connector
phage_2089,p-50,DnaC-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_2090,p-24527,virion structural protein,head and packaging
phage_2091,p-47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_2092,p-22682,tail fiber protein,tail
phage_2093,p-2332,hyaluronidase,other
phage_2094,p-3377,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2095,p-8510,virion structural protein,head and packaging
phage_2096,p-17587,tail fiber protein,tail
phage_2097,p-37649,tail length tape measure protein,tail
phage_2098,p-6088,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_2099,p-10093,tail length tape measure protein,tail
phage_2100,p-671,nucleotide pyrophosphohydrolase,other
phage_2101,p-18345,tail fiber protein,tail
phage_2102,p-309,terminase small subunit,head and packaging
phage_2103,p-1407,major tail protein,tail
phage_2104,p-3339,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2105,p-858,starvation-inducible transcriptional regulator,transcription regulation
phage_2106,p-5,tail completion or Neck1 protein,connector
phage_2107,p-8510,virion structural protein,head and packaging
phage_2108,p-101,CII-like transcriptional activator,transcription regulation
phage_2109,p-4752,tRNA methyltransferase,other
phage_2110,p-445,terminase small subunit,head and packaging
phage_2111,p-2647,head decoration,head and packaging
phage_2112,p-735,terminase small subunit,head and packaging
phage_2113,p-947,DNA polymerase processivity factor,"DNA, RNA and nucleotide metabolism"
phage_2114,p-8716,tail fiber protein,tail
phage_2115,p-502,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_2116,p-1216,portal protein,head and packaging
phage_2117,p-31,central tail fiber J,tail
phage_2118,p-418,internal virion protein,head and packaging
phage_2119,p-2589,tail protein,tail
phage_2120,p-15050,virion structural protein,head and packaging
phage_2121,p-337,tail protein,tail
phage_2122,p-126,holin/anti-holin,lysis
phage_2123,p-23819,virion structural protein,head and packaging
phage_2124,p-575,Cox-like excisionase and repressor,integration and excision
phage_2125,p-14642,endolysin,lysis
phage_2126,p-199,holin,lysis
phage_2127,p-11355,tail fiber protein,tail
phage_2128,p-13921,,unknown function
phage_2129,p-5668,tail fiber protein,tail
phage_2130,p-8381,,unknown function
phage_2131,p-10780,tail length tape measure protein,tail
phage_2132,p-8102,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_2133,p-19556,tail fiber protein; host specificity,tail
phage_2134,p-4617,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_2135,p-10542,replication protein,"DNA, RNA and nucleotide metabolism"
phage_2136,p-16493,head maturation protease,head and packaging
phage_2137,p-1275,Rz-like spanin,lysis
phage_2138,p-152,RinB-like transcriptional activator,transcription regulation
phage_2139,p-4,transcriptional repressor,transcription regulation
phage_2140,p-2975,Rz-like spanin,lysis
phage_2141,p-2662,portal protein,head and packaging
phage_2142,p-1640,tail protein,tail
phage_2143,p-3677,protease,other
phage_2144,p-293,ABC transporter,"moron, auxiliary metabolic gene and host takeover"
phage_2145,p-3041,cytidyltransferase,other
phage_2146,p-2006,major head protein,head and packaging
phage_2147,p-33406,tail fiber protein,tail
phage_2148,p-5573,terminase large subunit,head and packaging
phage_2149,p-18673,tail fiber protein,tail
phage_2150,p-36685,,unknown function
phage_2151,p-6121,virion structural protein,head and packaging
phage_2152,p-18508,kinase,other
phage_2153,p-4790,host RecBCD nuclease inhibitor,"moron, auxiliary metabolic gene and host takeover"
phage_2154,p-1272,tail length tape measure protein,tail
phage_2155,p-19666,tail sheath,tail
phage_2156,p-487,NrdD-like anaerobic ribonucleotide reductase large subunit,"moron, auxiliary metabolic gene and host takeover"
phage_2157,p-2328,transcriptional repressor,transcription regulation
phage_2158,p-314,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2159,p-442,head-tail adaptor,connector
phage_2160,p-3754,,unknown function
phage_2161,p-5668,tail fiber protein,tail
phage_2162,p-16701,peptidase,other
phage_2163,p-1076,FmdB-like transcriptional regulator,transcription regulation
phage_2164,p-9690,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_2165,p-805,internal virion protein,head and packaging
phage_2166,p-102,endolysin,lysis
phage_2167,p-13989,virion structural protein,head and packaging
phage_2168,p-38181,,unknown function
phage_2169,p-2589,tail protein,tail
phage_2170,p-6622,,unknown function
phage_2171,p-7378,baseplate protein,tail
phage_2172,p-562,RNA ligase and tail fiber protein attachment catalyst,tail
phage_2173,p-1373,transcriptional regulator,transcription regulation
phage_2174,p-812,Rz-like spanin,lysis
phage_2175,p-20660,tail length tape measure protein,tail
phage_2176,p-10,major head protein,head and packaging
phage_2177,p-26009,,unknown function
phage_2178,p-18891,tail length tape measure protein,tail
phage_2179,p-701,virion structural protein,head and packaging
phage_2180,p-23333,polymerase,"DNA, RNA and nucleotide metabolism"
phage_2181,p-1130,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_2182,p-1402,,unknown function
phage_2183,p-3904,tail fiber protein,tail
phage_2184,p-959,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2185,p-4211,tail length tape measure protein,tail
phage_2186,p-10365,late transcriptional activator,transcription regulation
phage_2187,p-226,minor tail protein,tail
phage_2188,p-37444,,unknown function
phage_2189,p-28,tail length tape measure protein,tail
phage_2190,p-59,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2191,p-351,RNA polymerase sigma factor,transcription regulation
phage_2192,p-697,structural protein,head and packaging
phage_2193,p-3018,head decoration protein,head and packaging
phage_2194,p-6219,endolysin,lysis
phage_2195,p-1272,tail length tape measure protein,tail
phage_2196,p-1,integrase,integration and excision
phage_2197,p-7037,tail fiber protein,tail
phage_2198,p-876,transcriptional repressor,transcription regulation
phage_2199,p-812,Rz-like spanin,lysis
phage_2200,p-2466,Rz-like spanin,lysis
phage_2201,p-9366,transposase,integration and excision
phage_2202,p-1533,tail length tape measure protein,tail
phage_2203,p-262,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_2204,p-2589,tail protein,tail
phage_2205,p-4372,tail length tape measure protein,tail
phage_2206,p-537,portal protein,head and packaging
phage_2207,p-457,tail protein,tail
phage_2208,p-664,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_2209,p-540,nucleotide-sugar epimerase,"DNA, RNA and nucleotide metabolism"
phage_2210,p-24210,tail fiber protein,tail
phage_2211,p-15644,,unknown function
phage_2212,p-4211,tail length tape measure protein,tail
phage_2213,p-67,DNA methyltransferase,other
phage_2214,p-1082,tail assembly protein,tail
phage_2215,p-17,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_2216,p-1922,baseplate hub subunit and tail lysozyme,tail
phage_2217,p-3600,antimicrobial peptide resistance and lipid A acylation protein PagP,"moron, auxiliary metabolic gene and host takeover"
phage_2218,p-376,tail protein,tail
phage_2219,p-28748,virion structural protein,head and packaging
phage_2220,p-9327,primosomal protein,"DNA, RNA and nucleotide metabolism"
phage_2221,p-32,tail assembly protein,tail
phage_2222,p-4636,tail spike protein,tail
phage_2223,p-4070,tail length tape measure protein,tail
phage_2224,p-2088,,unknown function
phage_2225,p-2553,,unknown function
phage_2226,p-4204,tail terminator,connector
phage_2227,p-6591,Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_2228,p-10,major head protein,head and packaging
phage_2229,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_2230,p-9729,tail fiber protein,tail
phage_2231,p-2468,head morphogenesis,head and packaging
phage_2232,p-1802,radical SAM domain-containing protein,other
phage_2233,p-26616,lipoprotein,other
phage_2234,p-23178,peptidase,other
phage_2235,p-2328,transcriptional repressor,transcription regulation
phage_2236,p-1460,tRNA amidotransferase,"DNA, RNA and nucleotide metabolism"
phage_2237,p-309,terminase small subunit,head and packaging
phage_2238,p-599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_2239,p-568,plasmid stability,"DNA, RNA and nucleotide metabolism"
phage_2240,p-2927,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_2241,p-26324,DNA methyltransferase,other
phage_2242,p-309,terminase small subunit,head and packaging
phage_2243,p-13987,radical SAM domain-containing protein,other
phage_2244,p-5073,tail fiber protein,tail
phage_2245,p-807,major tail protein with Ig-like domain,tail
phage_2246,p-8892,tail length tape measure protein,tail
phage_2247,p-453,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_2248,p-19,DnaB-like replicative helicase,"DNA, RNA and nucleotide metabolism"
phage_2249,p-3995,tail protein,tail
phage_2250,p-1220,head protein,head and packaging
phage_2251,p-13853,,unknown function
phage_2252,p-5334,terminase small subunit,head and packaging
phage_2253,p-18230,,unknown function
phage_2254,p-582,Arc-like repressor,transcription regulation
phage_2255,p-35,transcriptional repressor,transcription regulation
phage_2256,p-697,structural protein,head and packaging
phage_2257,p-5033,endolysin; inhibits RNA polymerase,lysis
phage_2258,p-2248,tail protein,tail
phage_2259,p-3512,sigma factor,transcription regulation
phage_2260,p-394,tail protein,tail
phage_2261,p-1645,virion structural protein,head and packaging
phage_2262,p-697,structural protein,head and packaging
phage_2263,p-4,transcriptional repressor,transcription regulation
phage_2264,p-9148,UDP-glucose dehydrogenase,other
phage_2265,p-17577,restriction endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2266,p-15696,virion structural protein,head and packaging
phage_2267,p-11953,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_2268,p-2328,transcriptional repressor,transcription regulation
phage_2269,p-4645,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2270,p-10356,virion structural protein,head and packaging
phage_2271,p-67,DNA methyltransferase,other
phage_2272,p-10237,,unknown function
phage_2273,p-8156,methyltransferase,other
phage_2274,p-7085,major tail protein,tail
phage_2275,p-589,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2276,p-197,Zot-like toxin,"moron, auxiliary metabolic gene and host takeover"
phage_2277,p-5,tail completion or Neck1 protein,connector
phage_2278,p-5714,,unknown function
phage_2279,p-3779,tail length tape measure protein,tail
phage_2280,p-3180,Arc-like repressor,transcription regulation
phage_2281,p-2899,anti-repressor Ant,transcription regulation
phage_2282,p-4602,transglycosylase,other
phage_2283,p-18345,tail fiber protein,tail
phage_2284,p-5668,tail fiber protein,tail
phage_2285,p-23837,virion structural protein,head and packaging
phage_2286,p-263,holin,lysis
phage_2287,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_2288,p-7161,minor tail protein,tail
phage_2289,p-2429,involved in bacteriocin production or immunity,"moron, auxiliary metabolic gene and host takeover"
phage_2290,p-91,nicking at origin of replication,"DNA, RNA and nucleotide metabolism"
phage_2291,p-430,baseplate hub subunit and tail lysozyme,tail
phage_2292,p-5470,RNA 2'-phosphotransferase,"DNA, RNA and nucleotide metabolism"
phage_2293,p-164,ParA-like partition protein,"DNA, RNA and nucleotide metabolism"
phage_2294,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_2295,p-3878,,unknown function
phage_2296,p-5884,,unknown function
phage_2297,p-511,internal virion protein,head and packaging
phage_2298,p-99,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2299,p-7037,tail fiber protein,tail
phage_2300,p-36964,terminase large subunit,head and packaging
phage_2301,p-2534,released from the phage upon host infection,other
phage_2302,p-3447,,unknown function
phage_2303,p-4113,,unknown function
phage_2304,p-66,excisionase and transcriptional regulator,integration and excision
phage_2305,p-237,head scaffolding protein,head and packaging
phage_2306,p-4602,transglycosylase,other
phage_2307,p-10918,,unknown function
phage_2308,p-34528,,unknown function
phage_2309,p-1468,transcriptional repressor,transcription regulation
phage_2310,p-2059,anti-restriction protein,"moron, auxiliary metabolic gene and host takeover"
phage_2311,p-2324,Erf-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_2312,p-1302,distal tail protein,tail
phage_2313,p-29117,head morphogenesis,head and packaging
phage_2314,p-19777,head scaffolding protein,head and packaging
phage_2315,p-7032,tail fiber protein,tail
phage_2316,p-29022,virion structural protein,head and packaging
phage_2317,p-1482,terminase small subunit,head and packaging
phage_2318,p-3282,sigma factor,transcription regulation
phage_2319,p-237,head scaffolding protein,head and packaging
phage_2320,p-18345,tail fiber protein,tail
phage_2321,p-3267,tail protein,tail
phage_2322,p-595,head maturation protease,head and packaging
phage_2323,p-697,structural protein,head and packaging
phage_2324,p-466,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_2325,p-2357,,unknown function
phage_2326,p-16641,tail fiber protein,tail
phage_2327,p-5240,tail fiber protein,tail
phage_2328,p-664,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_2329,p-11318,,unknown function
phage_2330,p-5,tail completion or Neck1 protein,connector
phage_2331,p-290,minor tail protein,tail
phage_2332,p-26,tail completion or Neck1 protein,connector
phage_2333,p-26525,tail fiber protein,tail
phage_2334,p-442,head-tail adaptor,connector
phage_2335,p-23820,tail fiber protein,tail
phage_2336,p-892,tail fiber protein,tail
phage_2337,p-6602,,unknown function
phage_2338,p-2534,released from the phage upon host infection,other
phage_2339,p-1649,metallo-phosphoesterase,other
phage_2340,p-559,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2341,p-1770,Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_2342,p-1314,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_2343,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_2344,p-376,tail protein,tail
phage_2345,p-337,tail protein,tail
